id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,room_size,total_baths,total_area,total_porch_area,age
989,924100060,60,RL,70.0,10457,1,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,Ex,1,SBrkr,784,848,0,1632,0.0,0.0,1,1,4,1,TA,Typ,1,TA,Attchd,RFn,898.0,TA,TA,Y,0,173,368,0,0,0,None,MnPrv,None,0,4,2009,WD ,173000,233.14285714285714,2.0,3314.0,173,40
562,532378120,20,RL,60.0,8281,1,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Detchd,Unf,360.0,TA,TA,Y,0,0,236,0,0,0,None,GdWo,None,0,12,2009,WD ,62383,172.8,1.0,2088.0,0,44
1054,528104080,60,RL,67.0,14948,1,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330.0,Unf,0.0,122.0,1452.0,GasA,Ex,1,SBrkr,1476,1237,0,2713,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,Attchd,Fin,858.0,TA,TA,Y,126,66,0,0,0,0,None,None,None,0,11,2008,New,446261,246.63636363636363,4.0,5023.0,192,0
2850,909250070,70,RL,43.0,7000,1,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,Ex,1,SBrkr,743,736,0,1479,1.0,0.0,1,0,3,1,Gd,Typ,2,Gd,Detchd,Unf,312.0,TA,TA,Y,530,0,56,0,0,0,None,MnPrv,None,0,5,2006,WD ,160000,246.5,2.0,2415.0,530,80
1082,528228405,120,RM,42.6985294117647,3940,1,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,Gd,TA,No,GLQ,1087.0,Unf,0.0,306.0,1393.0,GasA,Ex,1,SBrkr,1576,0,0,1576,1.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,RFn,668.0,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2008,WD ,219990,225.14285714285714,3.0,3637.0,163,4
1440,907187080,20,RL,93.0,9382,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,1,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,577.0,TA,TA,Y,120,25,0,0,0,0,None,None,None,0,7,2008,WD ,191000,246.5,2.0,3524.0,145,9
2006,903201090,40,RL,55.0,6854,1,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,317.0,Rec,227.0,212.0,756.0,GasA,TA,0,FuseA,916,144,0,1060,1.0,0.0,1,0,1,1,TA,Mod,1,Gd,Detchd,Unf,308.0,Fa,TA,Y,0,65,0,0,150,0,None,None,None,0,8,2007,WD ,136500,176.66666666666666,2.0,2124.0,215,82
2082,905475520,30,RL,73.48551236749117,11515,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,0,SBrkr,943,0,0,943,0.0,0.0,1,0,3,1,Gd,Min2,0,None,Detchd,Unf,308.0,TA,TA,N,0,0,60,0,0,0,None,None,None,0,8,2007,WD ,80000,188.6,1.0,1251.0,0,49
2344,527302080,50,RL,73.48551236749117,13837,1,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,Gd,1,SBrkr,1377,806,0,2183,0.0,0.0,2,1,4,1,Gd,Typ,0,None,Attchd,Unf,786.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2006,WD ,229000,242.55555555555554,3.0,4173.0,0,18
248,906223090,60,RL,80.0,9938,1,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,Ex,1,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,574.0,TA,TA,Y,156,90,0,0,0,0,None,GdPrv,None,0,6,2010,WD ,236000,243.625,4.0,3573.0,246,17
2276,921128030,20,RL,85.0,12633,1,None,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Ex,1,SBrkr,1824,0,0,1824,0.0,0.0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,932.0,TA,TA,Y,160,36,0,0,108,0,None,None,None,0,9,2007,New,392000,228.0,2.0,4580.0,304,1
755,903451090,70,RM,57.0,6876,1,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Fa,1,SBrkr,1146,784,0,1930,1.0,0.0,2,0,4,1,TA,Typ,0,None,Attchd,Unf,316.0,TA,TA,Y,0,0,213,0,0,0,None,MnPrv,None,0,8,2009,WD ,149000,241.25,3.0,2966.0,0,82
1178,533236090,160,FV,36.0,3951,1,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,128.0,GLQ,842.0,0.0,970.0,GasA,Ex,1,SBrkr,1469,924,0,2393,1.0,0.0,2,1,2,1,Ex,Typ,1,TA,Attchd,Fin,846.0,TA,TA,Y,0,90,0,0,94,0,None,None,None,0,2,2008,WD ,345000,341.85714285714283,4.0,4209.0,184,10
2636,902100110,70,RM,62.0,9856,1,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,1,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,TA,Typ,0,None,Detchd,Unf,624.0,TA,TA,Y,0,72,167,0,0,0,None,None,None,0,6,2006,WD ,169000,251.75,2.0,3354.0,72,106
2077,905377050,20,RL,84.0,17808,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,484.0,484.0,GasA,TA,0,SBrkr,1242,0,0,1242,0.0,0.0,1,0,2,1,TA,Mod,0,None,Attchd,Unf,336.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2007,WD ,109900,310.5,1.0,2062.0,0,61
2930,924151050,60,RL,74.0,9627,1,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,TA,TA,PConc,Gd,TA,Av,LwQ,758.0,Unf,0.0,238.0,996.0,GasA,Ex,1,SBrkr,996,1004,0,2000,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,650.0,TA,TA,Y,190,48,0,0,0,0,None,None,None,0,11,2006,WD ,188000,222.22222222222223,3.0,3646.0,238,13
737,903227090,50,RM,50.0,6000,1,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,1,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,TA,Typ,1,Gd,Detchd,Unf,280.0,TA,TA,Y,45,0,0,0,0,0,None,None,None,0,5,2009,WD ,132500,235.33333333333334,1.0,2472.0,45,70
837,907126050,20,RL,65.0,9757,1,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,440.0,TA,TA,Y,66,0,0,0,92,0,None,None,None,0,10,2009,WD ,143000,198.0,2.0,2420.0,158,15
2086,905478140,20,RL,58.0,9280,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,557.0,Unf,0.0,785.0,1342.0,GasA,Ex,1,SBrkr,1342,0,0,1342,1.0,0.0,1,0,4,1,TA,Typ,0,None,Detchd,Unf,256.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD ,125000,191.71428571428572,2.0,2940.0,0,56
2385,528114010,20,RL,120.0,14780,1,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,Ex,1,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,1085.0,TA,TA,Y,354,56,0,0,156,0,None,None,None,0,6,2006,WD ,415000,266.85714285714283,3.0,4821.0,566,1
189,902402130,70,RM,60.0,7740,1,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,622.0,622.0,GasA,Gd,1,SBrkr,741,622,0,1363,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,528.0,TA,TA,Y,0,0,0,0,168,0,None,None,None,0,6,2010,WD ,125500,227.16666666666666,1.0,2513.0,168,100
635,535175030,20,RL,80.0,9600,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,1,SBrkr,1632,0,0,1632,1.0,0.0,2,0,3,1,TA,Min1,1,Gd,Attchd,RFn,338.0,TA,TA,Y,289,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD ,139000,272.0,3.0,3210.0,289,51
432,528110010,60,RL,97.0,13478,1,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338.0,Unf,0.0,384.0,1722.0,GasA,Ex,1,SBrkr,1728,568,0,2296,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,RFn,842.0,TA,TA,Y,382,274,0,0,0,0,None,None,None,0,6,2009,ConLI,451950,229.6,4.0,4860.0,656,1
900,908275040,90,RL,65.0,10926,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,1,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,119900,167.8,2.0,3356.0,0,50
966,916455070,20,RL,73.48551236749117,6853,1,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,Ex,1,SBrkr,1296,0,0,1296,1.0,0.0,2,0,2,1,Gd,Typ,0,None,Attchd,Fin,471.0,TA,TA,Y,192,25,0,0,0,0,None,None,None,0,6,2009,WD ,220000,216.0,3.0,3034.0,217,8
1612,526352080,20,RL,85.0,10667,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,TA,1,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,TA,Typ,1,Gd,Attchd,Unf,525.0,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,3,2007,WD ,167300,226.71428571428572,2.0,3699.0,44,36
904,909101100,50,RL,45.0,8212,1,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,1,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,TA,Typ,2,Gd,Detchd,Unf,256.0,TA,TA,Y,84,0,0,0,0,0,None,None,None,0,9,2009,WD ,122000,216.33333333333334,1.0,2274.0,84,68
2487,532351090,90,RM,70.0,9100,1,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,GasA,TA,1,SBrkr,1728,0,0,1728,1.0,0.0,2,0,6,2,TA,Typ,0,None,Detchd,Unf,504.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2006,ConLI,125000,172.8,3.0,3960.0,0,43
1304,902205090,20,RM,50.0,6000,1,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,620.0,928.0,GasA,Gd,1,FuseA,928,0,0,928,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,288.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,112500,185.6,1.0,2144.0,0,51
2112,906394020,60,RL,78.0,9316,1,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,879.0,879.0,GasA,Ex,1,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,578.0,TA,TA,Y,164,111,0,0,0,0,None,None,None,0,10,2007,WD ,191000,256.42857142857144,3.0,3252.0,275,2
1244,535180100,20,RL,75.0,9464,1,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,510.0,1080.0,GasA,Gd,1,SBrkr,1080,0,0,1080,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,288.0,TA,TA,Y,0,0,0,0,130,0,None,None,None,0,6,2008,WD ,136000,216.0,1.0,2448.0,130,50
843,907175100,60,RL,80.0,10400,1,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,866.0,GasA,Ex,1,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,546.0,TA,TA,Y,198,36,0,0,0,0,None,None,None,0,3,2009,WD ,197900,296.5,3.0,3191.0,234,11
2689,903430090,50,RM,59.0,5310,1,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,485.0,GasA,Gd,1,SBrkr,1001,634,0,1635,0.0,0.0,1,0,2,1,Gd,Typ,0,None,Attchd,Unf,255.0,Fa,TA,Y,394,0,0,0,0,0,None,None,None,0,6,2006,WD ,117000,327.0,1.0,2375.0,394,96
2753,906380170,20,RL,64.0,7406,1,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,Unf,0.0,515.0,1199.0,GasA,Ex,1,SBrkr,1220,0,0,1220,1.0,0.0,2,0,2,1,Gd,Typ,0,None,Attchd,RFn,632.0,TA,TA,Y,105,54,0,0,0,0,None,None,None,0,7,2006,New,194000,203.33333333333334,3.0,3051.0,159,0
1169,533215030,120,FV,42.6985294117647,4538,1,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1004.0,Unf,0.0,306.0,1310.0,GasA,Ex,1,SBrkr,1310,0,0,1310,1.0,0.0,1,1,1,1,Gd,Typ,1,TA,Attchd,RFn,545.0,TA,TA,Y,277,45,0,0,0,0,None,None,None,0,7,2008,WD ,285000,262.0,3.0,3165.0,322,7
1376,904351280,190,RL,62.0,10106,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,1,SBrkr,808,547,0,1355,1.0,0.0,2,0,4,2,TA,Typ,0,None,None,None,0.0,None,None,Y,140,0,0,0,0,0,None,None,None,0,9,2008,WD ,127500,225.83333333333334,3.0,1999.0,140,68
2503,533128030,60,RL,73.48551236749117,13346,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,0.0,367.0,1095.0,GasA,Ex,1,SBrkr,1166,1129,0,2295,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,590.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,7,2006,WD ,268000,255.0,4.0,3980.0,40,14
1987,902206270,70,RM,57.0,9639,1,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1075.0,1075.0,GasA,Ex,1,SBrkr,1156,642,0,1798,0.0,0.0,2,1,4,1,TA,Typ,0,None,Detchd,Unf,342.0,TA,TA,N,0,0,160,0,0,0,None,MnPrv,None,0,5,2007,WD ,137000,256.85714285714283,3.0,3215.0,0,107
1190,534129060,20,RL,73.48551236749117,15387,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,603.0,BLQ,294.0,723.0,1620.0,GasA,Ex,1,SBrkr,1620,0,0,1620,0.0,0.0,2,0,4,1,Gd,Typ,1,Gd,Attchd,Unf,578.0,TA,TA,Y,0,62,192,0,0,0,None,None,Shed,450,8,2008,WD ,215000,202.5,2.0,3818.0,62,41
1930,535300040,20,RL,75.0,10050,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,928.0,1216.0,GasA,TA,1,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,336.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD ,129500,243.2,2.0,2768.0,0,52
2677,903231190,50,RM,73.48551236749117,6240,1,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,1,FuseA,896,448,0,1344,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,240.0,Fa,TA,Y,200,114,0,0,0,0,None,None,None,0,4,2006,WD ,115000,192.0,1.0,2480.0,314,70
1256,535375160,50,RL,45.0,7506,1,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,1,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,288.0,Fa,TA,N,84,0,96,0,0,0,None,None,None,0,5,2008,WD ,114000,231.8,1.0,2194.0,84,83
2484,531478010,20,RH,73.48551236749117,8900,1,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,384.0,TA,TA,Y,0,42,0,0,0,0,None,MnPrv,None,0,11,2006,WD ,107000,211.2,2.0,2496.0,42,40
1253,535352080,50,RL,80.0,8480,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,832.0,GasA,TA,1,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,336.0,TA,TA,Y,158,0,102,0,0,0,None,None,None,0,10,2008,COD,118500,202.66666666666666,1.0,2384.0,158,61
1337,903227080,50,RM,50.0,6000,1,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,TA,1,SBrkr,950,208,0,1158,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,BuiltIn,RFn,208.0,TA,TA,Y,0,0,112,0,0,0,None,None,None,0,7,2008,WD ,120000,231.6,1.0,2228.0,0,79
1788,528439040,20,RL,74.0,8847,1,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,Ex,1,SBrkr,1538,0,0,1538,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,484.0,TA,TA,Y,146,40,0,0,0,0,None,None,None,0,12,2007,WD ,260000,219.71428571428572,3.0,3560.0,186,2
141,535152130,20,RL,73.48551236749117,8050,1,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,TA,1,SBrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,308.0,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,5,2010,WD ,136000,190.5,2.0,2594.0,0,51
